timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T12:08:57,pregrasp_entry_stage3_replay_128env_450iter,42,128,450,pregrasp_entry_stage3_replay,0.010,"Pregrasp entry->center->insertion curriculum with replay reset. Best checkpoint reached high stage3 insertion readiness, but final touch/success remains low.",model_600.pt,600,0.0,0.98046875,0.939208984375,0.931396484375,0.933837890625,0.943603515625,0.927490234375,0.929931640625,0.927490234375,0.98046875,0.8701171875,0.0,0.06754179298877716,0.04315996170043945,0.04315996170043945,0.0533212348818779,0.09332123398780823,0.856013834476471,0.856013834476471,0.856013834476471,0.0,0.9594475030899048,0.3800821304321289,1.4129777348159678e-08,0.07184045761823654,7458.138671875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_12-05-32/model_600.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_120532_pregrasp_entry_stage3_replay_128env_450iter/mt4_episode_length_curve.png
