timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,stage1_latched_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_latched_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_latched_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_stage_latch_reward,mean_progressive_stage_weight,mean_moving_pregrasp_fraction,moving_pregrasp_final_rate,moving_pregrasp_step_ready_rate,mean_moving_pregrasp_hold_progress,mean_moving_pregrasp_reward,mean_final_insertion_reward,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T15:34:28,20260515_153141_blue_center_gate_128env_300iter,42,128,300,blue_center_step_gate_radius035_hold4,0.020,"Teacher observation: old play used an existing model and blue marker vanished too quickly, often touching with one gripper finger instead of centering. Codex adjustment: train with smaller visual blue marker, 5 blue guide steps, 0.035m step radius, and 4-frame hold gate before each marker advance. Result: first too-strict 0.018m/8-frame attempt was stopped because moving_pregrasp_final_rate stayed near zero. Relaxed run produced moving guide signal; best checkpoint model_2100 has moving_pregrasp_final_rate 0.019 and stage3_latched 0.892, while live mid-run peaks reached about 0.10 moving final. Strict success is still low, so next step is to increase guided-step reward or use a two-phase schedule before tightening radius.",model_2100.pt,2100,0.000244140625,0.996337890625,0.996337890625,0.81494140625,0.35205078125,0.891845703125,0.996337890625,0.755615234375,0.891845703125,0.891845703125,0.891845703125,0.996337890625,0.849609375,0.891845703125,0.315673828125,0.000244140625,0.07666015625,0.09649670124053955,0.0706396996974945,0.0706396996974945,0.06156041473150253,0.06156041473150253,0.9028548002243042,0.9028548002243042,0.9028548002243042,0.0,0.9803950786590576,0.5554502010345459,0.5554502010345459,0.6803627014160156,0.0009488031500950456,0.16212120652198792,2.585322545201052e-05,0.005615234375,0.4955047070980072,0.45587974786758423,0.06450916826725006,0.0,0.0915495753288269,0.2980523109436035,1.0769546031951904,0.03022461012005806,0.01904296875,0.0068359375,0.00469970703125,0.0064284526742994785,0.00032534520141780376,1.3265939458051434e-08,0.035465389490127563,11025.2578125,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_15-31-41/model_2100.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_153141_20260515_153141_blue_center_gate_128env_300iter,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_153141_20260515_153141_blue_center_gate_128env_300iter.md,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_153141_20260515_153141_blue_center_gate_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_153141_20260515_153141_blue_center_gate_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_153141_20260515_153141_blue_center_gate_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_153141_20260515_153141_blue_center_gate_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_153141_20260515_153141_blue_center_gate_128env_300iter/mt4_episode_length_curve.png
