timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T13:57:53,20260515_135512_stage4_relaxed045_128env_300iter,42,128,300,stage4_relaxed_success_radius_0.045,0.020,"Tightened relaxed final center radius from 0.055m to 0.045m. Best model_1600 kept meaningful success_rate 0.0144 while improving stage3_touch to 0.3669 versus the 0.055m run. Later iterations improved stage3 but lost final success, suggesting stage-weight/time-weight separation is the next candidate.",model_1600.pt,1600,0.014404296875,0.94384765625,0.849853515625,0.19970703125,0.37841796875,0.9453125,0.34521484375,0.37841796875,0.377685546875,0.94384765625,0.373291015625,0.366943359375,0.014404296875,0.05615234375,0.10824640095233917,0.08221904933452606,0.08221904933452606,0.038439225405454636,0.06843922287225723,0.8356250524520874,0.8356250524520874,0.8356250524520874,0.0,0.9453125,0.7899720072746277,0.5669831037521362,0.5507720112800598,0.0030010524205863476,0.6663490533828735,0.0002521512797102332,0.043212890625,0.6251078248023987,0.12693360447883606,1.3330140546941038e-08,0.036232735961675644,1654.168701171875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_13-55-22/model_1600.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_135522_20260515_135512_stage4_relaxed045_128env_300iter/mt4_episode_length_curve.png
