timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_target_center_distance,mean_target_center_improvement,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T12:57:34,stage4_center_push_replay_128env_250iter,42,128,250,stage4_center_push,0.018,Stage4 center-push reward: progress from pregrasp target toward red target center while maintaining insertion alignment and lateral accuracy. Best checkpoint selected before late drift.,model_950.pt,950,0.0,0.963134765625,0.929443359375,0.370361328125,0.842529296875,0.93212890625,0.842041015625,0.842529296875,0.842529296875,0.963134765625,0.8388671875,0.828857421875,0.0,0.729736328125,0.10236390680074692,0.0765104591846466,0.0765104591846466,0.04022194445133209,0.07022193819284439,0.8573260307312012,0.8573260307312012,0.8573260307312012,0.0,0.9319121837615967,0.7289184331893921,0.5227710008621216,0.20205876231193542,6.84746919432655e-05,1.4079896359930899e-08,0.04001329094171524,14064.6171875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_12-55-21/model_950.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_125521_stage4_center_push_replay_128env_250iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_125521_stage4_center_push_replay_128env_250iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_125521_stage4_center_push_replay_128env_250iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_125521_stage4_center_push_replay_128env_250iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_125521_stage4_center_push_replay_128env_250iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_125521_stage4_center_push_replay_128env_250iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_125521_stage4_center_push_replay_128env_250iter/mt4_episode_length_curve.png
