timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T14:21:11,20260515_141527_stage4_near_terminal_128env_300iter,42,128,300,stage4_near_terminal_band_0.050,0.020,"near-terminal bridge reward added; success stayed near weighted baseline, stage3 held, contact penalty remained zero; next candidate is stage latch plus progressive stage weighting",model_1600.pt,1600,0.01416015625,0.943359375,0.846435546875,0.206787109375,0.3857421875,0.9453125,0.353515625,0.3857421875,0.3857421875,0.943359375,0.3740234375,0.370849609375,0.01416015625,0.037841796875,0.10843777656555176,0.08249342441558838,0.08249342441558838,0.03905341029167175,0.06905341148376465,0.8360608816146851,0.8360608816146851,0.8360608816146851,0.0,0.9453125,0.788769543170929,0.5662705302238464,0.5489143133163452,0.0028775944374501705,0.6603312492370605,0.00024703340022824705,0.0439453125,0.616070032119751,0.13307860493659973,0.07492419332265854,0.0,0.034814152866601944,1.3482456040492252e-08,0.03765121102333069,1718.01025390625,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_14-18-24/model_1600.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_141824_20260515_141527_stage4_near_terminal_128env_300iter/mt4_episode_length_curve.png
