timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T14:10:56,20260515_140210_stage4_weighted_balance_128env_300iter,42,128,300,stage4_weighted_balance_stage3_preserve_terminal_quality,0.020,"Added small time-ramped stage3 preserve reward, terminal-only success quality bonus, higher success bonus, and slightly stronger stage4 time penalty. Best model_1600 kept success_rate 0.0132 and slightly improved stage3_touch to 0.3716 versus relaxed045. Later iterations preserve stage3 much better but still lose final center success, so next step should strengthen terminal transition/push rather than stage3 preservation.",model_1600.pt,1600,0.01318359375,0.940673828125,0.826171875,0.20458984375,0.3818359375,0.94189453125,0.349853515625,0.3818359375,0.38134765625,0.940673828125,0.374755859375,0.37158203125,0.01318359375,0.05078125,0.1094258651137352,0.0835830420255661,0.0835830420255661,0.039698489010334015,0.06969849020242691,0.8310829401016235,0.8310829401016235,0.8310829401016235,0.0,0.94189453125,0.7913166284561157,0.5685770511627197,0.5495963096618652,0.0028691214974969625,0.6639295816421509,0.0002373337629251182,0.04052734375,0.6180036067962646,0.13207276165485382,0.07407005876302719,0.0,1.3408925525482118e-08,0.03681936115026474,1796.7149658203125,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_14-08-19/model_1600.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter.md,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_140819_20260515_140210_stage4_weighted_balance_128env_300iter/mt4_episode_length_curve.png
