timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,stage1_latched_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_latched_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_latched_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_stage_latch_reward,mean_progressive_stage_weight,mean_moving_pregrasp_fraction,moving_pregrasp_final_rate,mean_moving_pregrasp_reward,mean_final_insertion_reward,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T15:09:12,20260515_150245_stage4_blue_center_128env_300iter,42,128,300,stage4_blue_center_curriculum,0.020,"Teacher idea: move final blue marker to the red sphere center and treat following blue as the final success path. Codex proposal: add MOVING_PREGRASP_GOAL=center, set desired touch distance to zero, and keep non-gripper target contact penalty active. Result: guided blue path worked well (moving_pregrasp_final_rate best 0.8420), safety stayed clean (target_contact_penalty 0.0), but strict center success remained low (~0.001), so next step should relax/shape final center success or train a dedicated terminal-center phase.",model_2000.pt,2000,0.0009765625,0.987548828125,0.987548828125,0.958984375,0.84765625,0.8515625,0.979736328125,0.8515625,0.8515625,0.8515625,0.8515625,0.987548828125,0.40380859375,0.8515625,0.2998046875,0.0009765625,0.394287109375,0.0716027170419693,0.06325848400592804,0.06325848400592804,0.061940357089042664,0.061940357089042664,0.9274297952651978,0.9274297952651978,0.9274297952651978,0.0,0.7634834051132202,0.5497733950614929,0.5497733950614929,0.7403669953346252,0.0020629025530070066,0.20105117559432983,2.6639827410690486e-05,0.004638671875,0.2857743501663208,0.20982584357261658,0.013424377888441086,0.0,0.0742000937461853,0.2705465853214264,1.0296646356582642,0.84521484375,0.842041015625,0.07100306451320648,0.04523955285549164,1.336695198972393e-08,0.03883492946624756,8331.4033203125,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_15-05-58/model_2000.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_150558_20260515_150245_stage4_blue_center_128env_300iter/mt4_episode_length_curve.png
