timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T13:34:14,stage4_shortest_path_replay_128env_300iter,42,128,300,stage4_shortest_path_shell,0.020,"Stage4 diversified reward: distance improvement is scaled by shortest-path score, and red-target distance shells pay only when the policy reaches a closer shell. Improved stage3/touch stability and path score, but push-ready remains low.",model_1548.pt,1548,0.000244140625,0.986328125,0.917236328125,0.23388671875,0.870361328125,0.986328125,0.81884765625,0.870361328125,0.870361328125,0.986328125,0.826416015625,0.820556640625,0.000244140625,0.133544921875,0.09961579740047455,0.07236537337303162,0.07236537337303162,0.028495822101831436,0.05849582329392433,0.9077466726303101,0.9077466726303101,0.9077466726303101,0.0,0.986328125,0.7956183552742004,0.5709028840065002,0.6485042572021484,0.0008456815266981721,0.17202475666999817,6.186078826431185e-05,0.011962890625,0.6540575623512268,1.3253376174304776e-08,0.037209250032901764,16779.35546875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_13-31-34/model_1548.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_133134_stage4_shortest_path_replay_128env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_133134_stage4_shortest_path_replay_128env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_133134_stage4_shortest_path_replay_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_133134_stage4_shortest_path_replay_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_133134_stage4_shortest_path_replay_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_133134_stage4_shortest_path_replay_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_133134_stage4_shortest_path_replay_128env_300iter/mt4_episode_length_curve.png
