timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,stage1_latched_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_latched_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_latched_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_stage_latch_reward,mean_progressive_stage_weight,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T14:40:34,20260515_143522_stage4_latched_progressive_128env_300iter,42,128,300,stage4_latched_progressive,0.020,"Teacher idea: latch each completed stage and increase preserved-stage weight after later progress. Codex proposal: keep the weight modest and measure whether stage3 is preserved without losing stage4 center. Result: latch metrics improved strongly, target contact stayed zero, but final center success remained sparse, so next experiment should shift weight from preservation to final insertion after stage3 latch.",model_1600.pt,1600,0.013671875,0.941162109375,0.941162109375,0.833740234375,0.19873046875,0.37158203125,0.94189453125,0.338134765625,0.37158203125,0.37158203125,0.37158203125,0.941162109375,0.35986328125,0.37158203125,0.3564453125,0.013671875,0.044189453125,0.10935408622026443,0.08359281718730927,0.08359281718730927,0.04008273407816887,0.07008273899555206,0.8333340287208557,0.8333340287208557,0.8333340287208557,0.0,0.94189453125,0.7892683744430542,0.5666497945785522,0.5496145486831665,0.002822721842676401,0.6730614304542542,0.00023376769968308508,0.040771484375,0.6094434261322021,0.13289549946784973,0.07410618662834167,0.0,0.03383587673306465,0.330735445022583,1.0618454217910767,1.3428857137398609e-08,0.037372179329395294,1731.4957275390625,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_14-36-12/model_1600.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter.md,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_143612_20260515_143522_stage4_latched_progressive_128env_300iter/mt4_episode_length_curve.png
