timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,stage1_latched_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_latched_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_latched_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_stage_latch_reward,mean_progressive_stage_weight,mean_moving_pregrasp_fraction,moving_pregrasp_final_rate,moving_pregrasp_step_ready_rate,mean_moving_pregrasp_hold_progress,mean_moving_pregrasp_reward,mean_moving_pregrasp_funnel_reward,mean_moving_pregrasp_exp_reward,mean_moving_pregrasp_shell_improvement,mean_best_moving_pregrasp_distance,mean_final_insertion_reward,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T16:00:07,20260515_155715_blue_shell_exp_128env_300iter,42,128,300,blue_shell_exp_radius035_hold4,0.020,"Teacher idea: use one-shot distance shells and exponential reward for the blue guide, and count final blue-center readiness as success. Result: new exp/shell metrics are active and success_rate reached 0.00146 at selected checkpoint, but moving_pregrasp_final_rate stayed very low, so the current 0.035m/4-frame gate is still too strict for 300 iterations.",model_2100.pt,2100,0.00146484375,0.99462890625,0.99462890625,0.876708984375,0.39599609375,0.9013671875,0.9921875,0.813232421875,0.9013671875,0.9013671875,0.9013671875,0.99462890625,0.798583984375,0.9013671875,0.33544921875,0.000732421875,0.0625,0.08975711464881897,0.06631267070770264,0.06631267070770264,0.06119658797979355,0.06119658797979355,0.8931593298912048,0.8931593298912048,0.8931593298912048,0.0,0.9298063516616821,0.5126351118087769,0.5126351118087769,0.6706870794296265,0.0006754437927156687,0.15122580528259277,3.433509118622169e-05,0.006591796875,0.5448245406150818,0.4179638624191284,0.06488483399152756,0.0,0.1171044185757637,0.311629056930542,1.0758857727050781,0.091796875,0.000732421875,0.019287109375,0.00970458984375,0.017786605283617973,0.028603650629520416,0.07414236664772034,0.014892578125,0.15152236819267273,0.0,1.2541551797085049e-08,0.04794745892286301,9380.0361328125,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_15-57-15/model_2100.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_155715_20260515_155715_blue_shell_exp_128env_300iter/mt4_episode_length_curve.png
