timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,stage4_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T13:05:54,stage4_strong_push_replay_128env_300iter,42,128,300,stage4_strong_push,0.020,"Stronger Stage4 push curriculum: reward new best center-push progress and deeper push after progress 0.5. Improved push progress and produced sparse final center success, but final success remains low.",model_1249.pt,1249,0.000244140625,0.978271484375,0.903564453125,0.066650390625,0.744140625,0.9755859375,0.713623046875,0.744140625,0.744140625,0.978271484375,0.744140625,0.743896484375,0.000244140625,0.264892578125,0.10580159723758698,0.07829289138317108,0.07829289138317108,0.026145214214920998,0.056145213544368744,0.8916689157485962,0.8916689157485962,0.8916689157485962,0.0,0.9784697890281677,0.8524445295333862,0.6130448579788208,0.6594560146331787,0.0006966536166146398,0.2898886799812317,6.049043804523535e-05,1.3503495210898109e-08,0.03411655128002167,16830.7421875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_13-03-24/model_1249.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_130324_stage4_strong_push_replay_128env_300iter,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_130324_stage4_strong_push_replay_128env_300iter.md,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/experiments/20260515_130324_stage4_strong_push_replay_128env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_130324_stage4_strong_push_replay_128env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_130324_stage4_strong_push_replay_128env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_130324_stage4_strong_push_replay_128env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/20260515_130324_stage4_strong_push_replay_128env_300iter/mt4_episode_length_curve.png
