timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,stage1_latched_rate,pregrasp_entry_success_rate,pregrasp_entry_ready_rate,pregrasp_entry_reached_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_latched_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_latched_rate,stage3_touch_ready_rate,stage4_center_ready_rate,blue_final_center_ready_rate,stage4_push_ready_rate,mean_pregrasp_entry_distance,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_early_target_contact_penalty,mean_pregrasp_center_progress,mean_insertion_progress,mean_center_push_progress,mean_center_push_overshoot,mean_best_center_push_progress,mean_center_push_improvement,mean_best_target_center_distance,mean_target_center_improvement,mean_target_center_shell_improvement,mean_center_shortest_path_score,mean_stage4_time_pressure,mean_stage3_time_preserve,mean_terminal_success_quality,mean_near_terminal_reward,mean_stage_latch_reward,mean_progressive_stage_weight,mean_moving_pregrasp_fraction,moving_pregrasp_final_rate,moving_pregrasp_step_ready_rate,mean_moving_pregrasp_hold_progress,mean_moving_pregrasp_reward,mean_moving_pregrasp_funnel_reward,mean_moving_pregrasp_exp_reward,mean_moving_pregrasp_shell_improvement,mean_best_moving_pregrasp_distance,mean_final_insertion_reward,mean_pregrasp_line_error,mean_gripper_roll_alignment,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-16T14:52:34,safe_stage4_entry_smoke_seed42,42,128,80,safe-stage4-blue-funnel,inherited,"Safe stage4 replay start and early target contact penalty smoke test. Final success remains 0, but overshoot metric is stable and checkpoint selection now accounts for early contact and overshoot.",model_429.pt,429,0.0,0.917724609375,0.985107421875,0.050537109375,0.0,0.01025390625,0.537109375,0.0,0.01025390625,0.01025390625,0.01025390625,0.917724609375,0.00439453125,0.01025390625,0.00341796875,0.0,0.0,0.00439453125,0.14309607446193695,0.1232295036315918,0.1232295036315918,0.09307977557182312,0.09307977557182312,0.90558260679245,0.90558260679245,0.90558260679245,0.0,0.005612771026790142,0.8508323431015015,0.693770170211792,0.693770170211792,0.009491397999227047,0.4167340397834778,2.9845978133380413e-07,0.990229606628418,0.0,0.0,0.2191498577594757,0.0034122720826417208,0.00023744796635583043,0.0,0.0005565059254877269,0.1875564157962799,0.9955581426620483,0.0,0.0,0.0,0.0,0.0,0.0,0.00013582529209088534,0.0,0.990362286567688,0.0,1.4925868541126874e-08,-0.1110425665974617,0.014138086698949337,946.4546508789062,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-16_14-47-48/model_429.pt,,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260516_144748_safe_stage4_entry_smoke_seed42.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260516_144748_safe_stage4_entry_smoke_seed42_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/mt4_episode_length_curve.png
