timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,stage1_alignment_ready_rate,pregrasp_success_rate,pregrasp_hold_ready_rate,pregrasp_held_rate,stage2_pregrasp_ready_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,mean_pregrasp_distance,mean_gripper_center_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_insertion_progress,mean_pregrasp_line_error,min_distance,mean_reward,checkpoint_path,plot_snapshot_dir,report_path,metrics_csv_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-15T11:53:28,stage_renumber_gripper_center_visual_16env_300iter,42,16,300,stage_renumber_gripper_center,0.01,"Stage 2 uses the midpoint between gripper pads as the pregrasp point. Stage1 alignment is high and gripper-center pregrasp distance improved, but final insertion success remains low.",model_299.pt,299,0.0,0.98828125,0.712890625,0.2421875,0.31640625,0.31640625,0.98828125,0.01171875,0.0,0.10828651487827301,0.10828651487827301,0.10005106776952744,0.14005106687545776,0.964180588722229,-0.149257630109787,0.964180588722229,0.0,0.40404653549194336,1.2969819884744993e-08,0.05911850929260254,2109.39453125,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-15_11-47-19/model_299.pt,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter.md,/home/spark-robotics/work/robotarm/robotarm_mt4/experiments/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter_metrics.csv,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter/mt4_success_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/robotarm_mt4/logs/plots/20260515_114719_stage_renumber_gripper_center_visual_16env_300iter/mt4_episode_length_curve.png
